SiteID;SiteName;SiteCode;Latitude;Longitude;Elevation;regione
6870;LAMEZIA TERME;163620;38.900;16.250;15;aeronautica
6874;USTICA;164000;38.700;13.183;251;aeronautica
6876;PALERMO/PUNTA RAISI;164050;38.183;13.100;21;aeronautica
6881;MESSINA;164200;38.200;15.550;51;aeronautica
6882;REGGIO CALABRIA;164220;38.067;15.650;21;aeronautica
6883;TRAPANI/BIRGI;164290;37.917;12.500;14;aeronautica
6884;PRIZZI;164340;37.717;13.433;1035;aeronautica
6889;GELA;164530;37.083;14.217;65;aeronautica
6893;CATANIA/FONTANAROSS;164600;37.467;15.050;17;aeronautica
6897;PANTELLERIA;164700;36.817;11.967;170;aeronautica
6901;COZZO SPADARO;164800;36.683;15.133;51;aeronautica
6902;LAMPEDUSA;164900;35.500;12.600;20;aeronautica
6906;ALGHERO;165200;40.633;8.283;40;aeronautica
6910;OLBIA/COSTA SMERALD;165310;40.900;9.517;13;aeronautica
6914;CAPO FRASCA;165390;39.750;8.467;95;aeronautica
6919;DECIMOMANNU;165460;39.350;8.967;28;aeronautica
6922;CAPO BELLAVISTA;165500;39.933;9.717;150;aeronautica
6923;CAGLIARI/ELMAS;165600;39.250;9.067;5;aeronautica
6925;CAPO CARBONARA;165640;39.100;9.517;118;aeronautica
42;Matera;55000;40.6694000000;16.6017000000;389;basilicata
48;Potenza;83800;40.6328000000;15.8108000000;669;basilicata
2;Torre Accio;177000;40.3925000000;16.6539000000;21;basilicata
6;Albano di Lucania;179900;40.5894000000;16.0378000000;794;basilicata
39;Tramutola;54700;40.2986000000;15.7867000000;875;basilicata
41;Noepoli;54900;40.0894000000;16.3306000000;575;basilicata
44;Irsina;55200;40.7417000000;16.2461000000;453;basilicata
136;Ferrandina;177100;40.4979110602;16.4518417679;492;basilicata
195;San_Nicola_d__Avigliano;83900;40.7330560000;15.8025010000;859;basilicata
30;Naturno;19300MS;46.64766321;10.99117805;561;bolzano
5;Monte Maria;02500MS;46.70568911;10.52126760;1256;bolzano
18;Silandro;09700MS;46.62375473;10.78026981;684;bolzano
23;Diga di Gioveretto Osservatore;11200BM;46.50906285;10.72507183;1896;bolzano
28;Vernago;15800MS;46.73565796;10.84927965;1823;bolzano
39;Plata;20900MS;46.82249293;11.17808117;1118;bolzano
49;Merano - Quarazze;23200MS;46.68805798;11.13656021;369;bolzano
58;Diga di Zoccolo-S.Valburga;25900MS;46.54187189;10.99013577;1282;bolzano
83;Ridanna;34500MS;46.90908292;11.30677415;1337;bolzano
94;Dobbiaco;41000MS;46.72997843;12.21915906;1219;bolzano
102;S.Maddalena in Casies;44500MS;46.83526049;12.24271916;1456;bolzano
110;Predoi;50500MS;47.03658867;12.09912721;1515;bolzano
129;Brunico;59700MS;46.80427950;11.93148052;824;bolzano
135;La Villa in Badia Osservatore;61500BM;46.58363040;11.90707588;1398;bolzano
149;Terento;65600MS;46.83445756;11.78557637;1437;bolzano
150;Fundres;66500MS;46.88718005;11.70294280;1151;bolzano
166;Selva Gardena;73500MS;46.54555526;11.76842971;1713;bolzano
176;Fi� allo Sciliar;75600MS;46.51340578;11.50595194;804;bolzano
197;Sarentino;82200MS;46.64063165;11.35506130;976;bolzano
203;Bolzano;83200MS;46.49768516;11.31283145;246;bolzano
206;Nova Ponente;85120MS;46.42048615;11.42685821;1416;bolzano
223;Sesto;91500MS;46.70305366;12.34996391;1490;bolzano
2;Cosenza;1010;39.28694444;16.26527778;269;calabria
7;San Pietro in Guarano;1030;39.34555556;16.31361111;766;calabria
10;Montalto Uffugo;1060;39.40111111;16.13055556;436;calabria
14;Camigliatello - Monte Curcio;1092;39.31611111;16.42305556;1711;calabria
17;Acri;1120;39.48252778;16.39350000;746;calabria
18;Torano Scalo;1130;39.49388889;16.21000000;93;calabria
20;Tarsia;1140;39.61722222;16.27277778;203;calabria
26;Castrovillari;1180;39.76555556;16.25416667;199;calabria
28;Castrovillari - Camerata;1185;39.73308333;16.27191667;63;calabria
34;San Sosti;1230;39.66444444;16.02805556;384;calabria
60;Cropalati;1380;39.51583333;16.72444444;321;calabria
71;Ciro' Marina - Punta Alice;1455;39.38416667;17.12611111;8;calabria
85;Nocelle - Arvo;1500;39.24333333;16.54500000;1307;calabria
95;Cerenzia;1580;39.24250000;16.78333333;596;calabria
107;Crotone - Papanice;1675;39.07250000;17.02777778;118;calabria
108;Crotone;1680;39.08694444;17.13111111;1;calabria
111;Crotone - Salica;1695;39.01222222;17.12611111;145;calabria
112;Isola di Capo Rizzuto - Campolongo;1700;38.94305556;17.00880000;151;calabria
121;San Mauro Marchesato;1740;39.10444444;16.92888889;212;calabria
140;Catanzaro;1850;38.91083333;16.58583333;315;calabria
156;Cenadi - Serralta;1935;38.74916667;16.36833333;949;calabria
157;Palermiti;1940;38.74919444;16.45286111;525;calabria
160;Chiaravalle Centrale;1960;38.67138889;16.40888889;551;calabria
164;Serra San Bruno;1980;38.56527778;16.31972222;926;calabria
177;Monasterace - Punta Stilo;2040;38.45361111;16.55222222;64;calabria
184;Mongiana;2086;38.51630556;16.31672222;885;calabria
186;Fabrizia;2090;38.48600000;16.30027778;880;calabria
194;Fabrizia - Cassari;2150;38.44222222;16.29333333;999;calabria
196;Gioiosa Ionica;2160;38.30111111;16.32972222;18;calabria
202;Antonimina;2200;38.25972222;16.18055556;126;calabria
208;Plati';2230;38.22222222;16.04444444;329;calabria
213;Sant'Agata del Bianco;2270;38.10075000;16.08533333;310;calabria
215;Staiti;2290;37.99986111;16.03550000;369;calabria
217;Capo Spartivento;2310;37.92727778;16.05613889;61;calabria
220;Roccaforte del Greco;2340;38.04527778;15.90083333;719;calabria
233;Reggio Calabria;2450;38.10786111;15.65094444;72;calabria
239;Cardeto;2465;38.10336111;15.79955556;1230;calabria
246;Scilla;2510;38.25166667;15.71972222;60;calabria
255;Santa Cristina d'Aspromonte;2540;38.25694444;15.96472222;448;calabria
265;Cittanova;2600;38.35222222;16.07750000;407;calabria
284;Feroleto della Chiesa;2690;38.46805556;16.06833333;180;calabria
286;Mammola - Limina C.C.;2710;38.37133333;16.18916667;674;calabria
290;Mileto;2730;38.61386100;16.06480800;328;calabria
317;Tiriolo;2890;38.93955556;16.50994444;523;calabria
327;Nicastro - Bella;2940;38.98555556;16.29944444;597;calabria
338;Rogliano;3000;39.18361111;16.32583333;665;calabria
345;Paola;3060;39.36727778;16.04208333;282;calabria
348;Cetraro Superiore;3090;39.53505556;15.96408333;417;calabria
376;Albidona;900;39.92472222;16.46833333;675;calabria
380;Villapiana Scalo;930;39.79500000;16.49861111;0;calabria
43;Montella;NA;40.84777778;15.05027778;499.6351928710938;campania
9;Auletta;NA;40.55166667;15.42805556;245.9533996582031;campania
14;Benevento;NA;41.14194444;14.76222222;117.5702285766602;campania
23;Castelluccio;NA;40.58166667;15.33777778;283.8472900390625;campania
33;Grazzanise;NA;41.09250000;14.10527778;12.9779176712036;campania
46;Montemarano;NA;40.91416667;15.00361111;815.4692382812500;campania
54;Paduli;NA;41.14805556;14.83472222;139.4526672363281;campania
56;Persano sele;NA;40.54416667;15.03250000;20.1688442230225;campania
76;S.mauro;NA;40.76388889;14.63222222;40.6466827392578;campania
77;S.pietro;NA;40.81833333;14.78694444;204.2464141845703;campania
84;Senerchia;NA;40.73861111;15.20555556;613.1246948242188;campania
92;Torriello;NA;40.84750000;14.62583333;839.5303344726562;campania
9163;FORLIURB;08FORLIURB;44.219420;12.040860;32;emiliaromagna
9224;MODENAURB;08MODENAURB;44.651910;10.915710;35;emiliaromagna
9320;REGGIOEMILIAURB;08REGGIOEMILIAURB;44.690070;10.632390;59;emiliaromagna
12702;Bologna Urbana;0811842;44.500754;11.328789;44;emiliaromagna
14246;Ferrara urbana;OPENDATA114;44.832500;11.621140;9;emiliaromagna
14354;Parma urbana;OPENDATA222;44.808000;10.330490;49;emiliaromagna
2;Barcis;BAR;46.193202;12.571028;468;friuliveneziagiulia
5;Bordano;BOR;46.332764;13.081196;230;friuliveneziagiulia
6;Borgo grotta gigante;BGG;45.709385;13.764681;275;friuliveneziagiulia
13;Chievolis;CHI;46.254523;12.734044;345;friuliveneziagiulia
14;Cividale del friuli;CIV;46.080442;13.420014;127;friuliveneziagiulia
20;Fossalon;FOS;45.714768;13.458865;0;friuliveneziagiulia
21;Gemona del friuli;GEM;46.261297;13.122088;184;friuliveneziagiulia
27;Lignano sabbiadoro;LIG;45.701909;13.147078;7;friuliveneziagiulia
39;Pordenone;POR;45.953618;12.681257;23;friuliveneziagiulia
47;Tarvisio;TAR;46.510775;13.551886;794;friuliveneziagiulia
51;Trieste molo f.lli bandiera;TRI;45.649996;13.752242;1;friuliveneziagiulia
52;Udine s.o.;UDI;46.035212;13.226672;91;friuliveneziagiulia
240;Roma Macao;111600;41.9039;12.5072;56;lazio
273;Marta a Tarquinia;199400;42.2569;11.7425;50;lazio
274;Montefiascone;199500;42.5300;12.0228;516;lazio
276;Civitavecchia;199700;42.0967;11.7853;7;lazio
281;Leonessa;200600;42.5786;12.9536;929;lazio
282;Posticciola;200800;42.2336;12.9419;626;lazio
283;Poggio Mirteto;200900;42.2700;12.6953;353;lazio
289;Latina;201600;41.4714;12.9058;17;lazio
330;Rocca Respampani;391200;42.3839;11.9289;149;lazio
333;Collegio Romano;391500;41.8986;12.4806;19;lazio
334;Frascati;391600;41.8097;12.6714;245;lazio
375;Roma Monte Mario;479700;41.9356;12.4356;111;lazio
380;Licenza;480200;42.0750;12.8997;553;lazio
382;Morlupo;480400;42.1436;12.5067;223;lazio
383;Palestrina;480500;41.8381;12.8814;428;lazio
384;Riano;480600;42.1014;12.5039;171;lazio
388;Monte Terminillo;481000;42.4556;12.9928;1594;lazio
451;Maccarese rlazio;577200;41.8175;12.2194;1;lazio
5813;Busalla;01602;44.572770;8.948889;358;liguria
5816;Diga del Brugneto;01662;44.530550;9.208333;777;liguria
5817;Torriglia;01665;44.515800;9.155500;769;liguria
5818;S. Stefano d'Aveto;01681;44.549580;9.451944;1014;liguria
5849;Colle Belenda;00060;43.980000;7.700000;1357;liguria
5868;Giacopiane;00900;44.462680;9.395250;1009;liguria
5870;Imperia;00170;43.878900;8.016940;60;liguria
5888;Mignanego;00590;44.540806;8.940611;250;liguria
5889;Molino Branca;00311;44.048100;8.210830;6;liguria
5926;Sanremo;00101;43.822694;7.786250;45;liguria
5933;Sarzana;01380;44.114722;9.965278;26;liguria
5934;Savona Istituto Nautico;00440;44.307111;8.484083;28;liguria
5937;Statale;00940;44.348694;9.483389;570;liguria
6933;BORZONE;00909;44.424300;9.410000;370;liguria
5962;Varzi;00106;44.823889;9.195000;419;lombardia
5963;Sondrio;00107;46.165556;9.848611;301;lombardia
5970;Cornalita;00119;45.882222;9.646944;481;lombardia
5981;Milano - Parco Nord;00147;45.543333;9.207222;150;lombardia
5999;Sermide;00816;45.007220;11.290278;12;lombardia
6013;Monzambano;00873;45.390278;10.711111;93;lombardia
6032;Voghera;00908;44.990278;9.017500;99;lombardia
112;Villa Fastiggi;112;43.890610;12.869390;22;marche
616;Apiro;616;43.368420;13.079540;580;marche
701;Ancona Torrette;701;43.610954;13.449807;5;marche
19;Servigliano;19;43.085857;13.498032;197;marche
25;Ascoli Piceno;25;42.852242;13.651516;78;marche
101;Sant'Angelo in Vado;101;43.666889;12.410222;352;marche
104;Urbino;104;43.723278;12.636861;471;marche
108;Pergola;108;43.568672;12.844062;242;marche
109;Fonte Avellana;109;43.471085;12.726417;690;marche
110;Jesi;110;43.531944;13.229972;100;marche
123;Arcevia;123;43.497452;12.936685;535;marche
152;Fano;152;43.826328;13.053796;7;marche
605;Fabriano;605;43.330273;12.904034;354;marche
608;Cingoli;608;43.362240;13.192330;790;marche
703;Amatrice;703;42.625565;13.296259;954;marche
5598;ISOLA S. ANTONIO;00220;45.022;8.855;76;piemonte
5599;OVADA;00230;44.648;8.637;193;piemonte
5600;ALESSANDRIA LOBBI;00115;44.938;8.705;88;piemonte
5602;CASALE MONFERRATO;00119;45.133;8.505;105;piemonte
5603;ASTI TANARO;00138;44.886;8.213;116;piemonte
5607;CHIUSA PESIO;00307;44.234;7.661;924;piemonte
5608;PONTECHIANALE;00283;44.613;7.054;1650;piemonte
5609;MONDOVI';00315;44.397;7.812;414;piemonte
5611;BROSSASCO;00356;44.569;7.374;675;piemonte
5612;BRA;00317;44.702;7.853;327;piemonte
5613;BOVES;00107;44.336;7.563;573;piemonte
5616;BORGOMANERO;00130;45.689;8.461;299;piemonte
5617;PIETRASTRETTA;00146;45.143;7.055;732;piemonte
5620;SALBERTRAND;00150;45.072;6.895;1150;piemonte
5621;LUSERNA S. GIOVANNI;00105;44.814;7.242;468;piemonte
5627;LANZO;00111;45.290;7.494;565;piemonte
5628;CUMIANA;00109;44.965;7.392;305;piemonte
5629;COAZZE;00260;45.043;7.245;1110;piemonte
5630;LAGO AGNEL;00237;45.469;7.140;2326;piemonte
5632;ALA DI STURA;00250;45.313;7.311;1063;piemonte
5634;VERCELLI;00198;45.326;8.391;132;piemonte
5639;PIEDICAVALLO;00191;45.690;7.957;1108;piemonte
5640;OROPA;00123;45.628;7.982;1222;piemonte
5642;CICOGNA;00340;46.004;8.493;597;piemonte
5644;ALPE CHEGGIO;00160;46.086;8.117;1661;piemonte
5646;CRODO;00156;46.228;8.325;571;piemonte
5647;PALLANZA;00641;45.925;8.550;214;piemonte
5649;DOMODOSSOLA;00117;46.104;8.303;255;piemonte
5651;ALPE DEVERO;00154;46.317;8.261;1700;piemonte
11;BARI_(FACOLTA_DINGEGNERIA);466;41.10639;16.87778;23;puglia
12;BARI_(OSSERVATORIO);467;41.11722;16.87167;34;puglia
13;BARI_(UFFICIO_IDROGRAFICO);402;41.11972;16.88194;17;puglia
3;ALTAMURA;401;40.82389;16.55278;458;puglia
4;ANDRETTA;46;40.91722;15.31750;890;puglia
5;ANDRIA;33;41.21806;16.28417;162;puglia
8;ASCOLI_SATRIANO;55;41.20083;15.55056;435;puglia
10;AVETRANA;56;40.33389;17.71722;80;puglia
14;BARLETTA;29;41.30056;16.20028;30;puglia
15;BICCARI;403;41.40056;15.18389;590;puglia
20;BOSCO_UMBRA;405;41.81667;16.03389;780;puglia
22;BRINDISI;6;40.63389;17.91722;22;puglia
23;CAGNANO_VARANO;407;41.83361;15.80028;181;puglia
27;CANOSA_DI_PUGLIA;409;41.21694;16.10056;116;puglia
30;CASAMASSIMA;42;40.95028;16.91667;229;puglia
31;CASSANO_MURGE;53;40.88361;16.76667;380;puglia
32;CASTEL_DEL_MONTE;410;41.06722;16.31694;470;puglia
33;CASTELLANA_GROTTE;411;40.86750;17.20056;300;puglia
34;CASTELLANETA;51;40.61722;16.91750;236;puglia
38;CERIGNOLA;21;41.25056;15.90028;134;puglia
42;CORATO;16;41.15000;16.40056;249;puglia
44;CRISPIANO;498;40.58444;17.23472;264;puglia
49;FAETO;3;41.30083;15.18389;809;puglia
50;FASANO;24;40.83361;17.35028;118;puglia
51;FOGGIA_(IST._SPER.LE_COLTURE_FORAGG.);418;41.46667;15.46806;85;puglia
52;FOGGIA_(OSSERVATORIO);26;41.46167;15.54306;94;puglia
54;FORENZA;419;40.83472;15.85028;753;puglia
56;GALLIPOLI;420;40.05444;17.99444;31;puglia
58;GINOSA_MARINA;54;40.43361;16.88472;15;puglia
59;GIOIA_DEL_COLLE;27;40.80000;16.91694;377;puglia
61;GROTTAGLIE;37;40.53361;17.43361;165;puglia
62;GRUMO_APPULA;12;40.98472;16.71806;202;puglia
64;LAGOPESOLE;422;40.80000;15.73333;769;puglia
65;LATIANO;35;40.55000;17.70056;114;puglia
66;LAVELLO;50;41.05056;15.79500;328;puglia
67;LECCE;423;40.35028;18.16667;51;puglia
68;LESINA;424;41.85056;15.35000;17;puglia
69;LIZZANO;52;40.38389;17.43417;71;puglia
71;LOCOROTONDO;25;40.75000;17.33333;397;puglia
72;LUCERA;49;41.50056;15.33333;224;puglia
73;MAGLIE;8;40.10083;18.28389;102;puglia
74;MANDURIA;499;40.36806;17.63444;81;puglia
75;MANFREDONIA-BONIFICA_SIPONTINA;425;41.58306;15.88000;2;puglia
77;MASSAFRA;41;40.58361;17.10056;113;puglia
82;MASSERIA_MONTERUGA;427;40.33389;17.81722;92;puglia
84;MASSERIA_S._CHIARA;428;41.33361;16.13333;10;puglia
86;MELFI;429;40.98389;15.61694;569;puglia
87;MERCADANTE;430;40.88389;16.70000;395;puglia
88;MINERVINO_DI_LECCE;492;40.08361;18.41667;104;puglia
89;MINERVINO_MURGE;32;41.06694;16.08333;502;puglia
90;MONTELEONE_DI_PUGLIA;30;41.15056;15.25028;828;puglia
94;MONTICCHIO_BAGNI;13;40.93333;15.60000;713;puglia
97;NARDO;19;40.16694;18.03333;54;puglia
100;NUSCO;434;40.88333;15.08333;863;puglia
102;ORTANOVA;40;41.31722;15.70028;84;puglia
104;OSTUNI;23;40.73389;17.56694;115;puglia
105;OTRANTO;9;40.15028;18.48417;27;puglia
108;PESCOPAGANO;496;40.81778;15.36806;920;puglia
109;PIETRAMONTECORVINO;22;41.53389;15.11722;464;puglia
111;POLIGNANO_A_MARE;34;40.98361;17.21667;50;puglia
112;PRESICCE;436;39.88389;18.26667;105;puglia
118;RUVO_DI_PUGLIA;10;41.10083;16.48361;274;puglia
120;SAN_GIORGIO_JONICO;446;40.45028;17.36750;86;puglia
121;SAN_GIOVANNI_ROTONDO;482;41.70111;15.75028;572;puglia
123;SANNICANDRO_GARGANICO;5;41.83361;15.58417;228;puglia
126;SAN_PIETRO_VERNOTICO;18;40.46750;18.00083;49;puglia
127;SAN_SAMUELE_DI_CAFIERO;416;41.26889;16.05917;45;puglia
128;SAN_SEVERO;448;41.68389;15.38333;99;puglia
130;SANTA_MARIA_DI_LEUCA;450;39.78417;18.35000;26;puglia
133;SAN_VITO_DEI_NORMANNI;449;40.65028;17.70028;121;puglia
135;SPINAZZOLA;453;40.95056;16.08417;458;puglia
137;TALSANO;454;40.40056;17.26694;37;puglia
138;TARANTO;57;40.46417;17.25028;27;puglia
139;TAVIANO;14;39.96750;18.08361;65;puglia
143;TROIA;38;41.35056;15.30056;436;puglia
144;TURI;39;40.90083;17.01667;268;puglia
147;VIESTE;459;41.86750;16.16694;33;puglia
148;VIGNACASTRISI;494;40.00056;18.40000;99;puglia
6097;Bivona;00204;37.593803;13.414643;337;sicilia
6120;Linguaglossa;00230;37.826011;15.130661;593;sicilia
6162;Palermo;00276;38.129171;13.327125;44;sicilia
11812;Marsala;191120;37.810158;12.456187;5;sicilia
11813;Mazara del Vallo;191140;37.656656;12.599055;8;sicilia
11825;Sciacca;191400;37.511873;13.126871;110;sicilia
11827;Piano del Leone;191420;37.670792;13.465549;876;sicilia
11832;Bivona;191480;37.619140;13.438949;554;sicilia
11835;Diga Platani (Fanaco);191520;37.670208;13.552996;667;sicilia
11858;Licata;192200;37.098433;13.932402;48;sicilia
11883;Mineo;193060;37.264436;14.690246;459;sicilia
11888;Acireale;193150;37.620461;15.165228;184;sicilia
11898;Messina Istituto Geofisico;193380;38.200472;15.554106;31;sicilia
11933;Ciminna;19660;37.891796;13.559357;467;sicilia
11942;Palermo Osservatorio Astronomico;19880;38.109161;13.350685;27;sicilia
15;Cortona;TOS01000751;43.268995;11.996448;485;toscana
25;Vallombrosa;TOS01000901;43.731367;11.556821;1050;toscana
39;Consuma;TOS01001041;43.784466;11.585201;908;toscana
55;Prato Universita';TOS01001205;43.885556;11.099213;64;toscana
72;S. Miniato (Cimitero);TOS01001491;43.684031;10.831479;42;toscana
76;Castelmartini;TOS01001629;43.817839;10.829129;22;toscana
78;Volterra;TOS01001664;43.408995;10.862233;372;toscana
232;Lucca;TOS02000512;43.842185;10.512700;17;toscana
349;Pontremoli depuratore;TOS09001080;44.369246;9.883168;290;toscana
464;Lucca (Orto Botanico);TOS10000511;43.841806;10.510888;17;toscana
10;La Verna;TOS01000639;43.706911;11.931335;1053;toscana
23;Pian di Sco';TOS01000881;43.649965;11.555150;470;toscana
27;Monte di Fo';TOS01000916;44.079632;11.280845;792;toscana
28;Mangona;TOS01000921;44.051395;11.197975;552;toscana
30;Le Croci (Barberino);TOS01000926;44.009686;11.271917;387;toscana
37;Villore;TOS01001011;43.966733;11.546251;513;toscana
57;S. Giusto;TOS01001215;43.759952;11.193765;39;toscana
58;Case Passerini;TOS01001225;43.814406;11.177460;35;toscana
204;Vallelunga;TOS02000108;43.971328;10.337689;688;toscana
238;Seravezza 2;TOS02004029;43.992815;10.223503;127;toscana
239;Ponte Tavole;TOS02004045;43.972565;10.184830;7;toscana
6561;Trento (Roncafort);135;46.095667;11.101279;194;trentino
6638;Passo Tonale T0360;360;46.261915;10.635572;1880;trentino
6639;Pejo Frana;366;46.364472;10.678177;1580;trentino
6640;Cavalese (meteotrentino);367;46.284762;11.451794;958;trentino
6644;Malga Bissina;373;46.053933;10.514022;1750;trentino
6954;San Lorenzo In Banale (Pergole;414;46.066522;10.911055;690;trentino
6509;Centa;9;45.970184;11.234123;815;trentino
6511;Pontarso;14;46.115589;11.494414;925;trentino
6512;Bieno;15;46.079537;11.553742;806;trentino
6516;Passo Cereda;24;46.194016;11.906843;1375;trentino
6521;Lavarone;32;45.939893;11.254037;1155;trentino
6525;Careser (Diga);65;46.422640;10.699326;2600;trentino
6528;Mezzana;71;46.313429;10.795807;905;trentino
6529;Male';74;46.355098;10.916104;735;trentino
6533;Passo Mendola;82;46.419238;11.189417;1320;trentino
